donor_id,first_gift_amount,donation_channel,campaign_source,city,donor_age_band,first_gift_month,is_festival_season,communication_optin,time_on_first_visit_secs,donated_again
D3406,738,Card,Event,Other,36-50,3,0,1,307,1
D3407,470,Card,SocialMedia,Delhi,18-25,4,0,0,206,0
D3408,114,BankTransfer,Website,Other,26-35,5,0,1,173,0
D3409,414,UPI,SocialMedia,Lucknow,36-50,2,0,0,85,1
D3410,320,UPI,SocialMedia,Lucknow,36-50,3,0,1,153,1
D3411,1813,UPI,Website,Kanpur,36-50,2,0,0,69,1
D3412,183,UPI,Event,Delhi,18-25,12,0,0,202,1
D3413,219,BankTransfer,Website,Kanpur,26-35,12,0,1,200,0
D3414,1309,BankTransfer,Website,Lucknow,36-50,8,0,1,127,1
D3415,1556,BankTransfer,Referral,Other,18-25,9,1,0,256,1
D3416,357,UPI,SocialMedia,Other,36-50,2,0,0,246,0
D3417,387,UPI,Website,Kanpur,18-25,1,0,1,150,1
D3418,926,Cash,Website,Delhi,18-25,5,0,0,179,1
D3419,118,UPI,SocialMedia,Kanpur,36-50,12,0,1,98,0
D3420,164,Card,Referral,Kanpur,36-50,6,0,1,120,1
D3421,494,UPI,Event,Kanpur,36-50,10,1,1,64,0
D3422,1781,UPI,Referral,Kanpur,36-50,5,0,1,106,1
D3423,444,BankTransfer,Website,Delhi,18-25,4,0,0,132,0
D3424,646,UPI,Event,Ghaziabad,26-35,10,1,1,23,1
D3425,1331,BankTransfer,SocialMedia,Kanpur,51+,6,0,1,180,0
D3426,2630,UPI,Referral,Other,18-25,9,1,1,211,1
D3427,402,UPI,Event,Lucknow,26-35,9,1,1,139,1
D3428,595,UPI,SocialMedia,Ghaziabad,51+,9,1,1,10,1
D3429,2155,UPI,SocialMedia,Lucknow,18-25,9,1,0,122,1
D3430,207,Card,Website,Lucknow,51+,10,1,1,42,1
D3431,1236,UPI,SocialMedia,Ghaziabad,26-35,6,0,1,97,0
D3432,295,Card,Event,Lucknow,36-50,4,0,0,241,1
D3433,647,BankTransfer,Website,Other,26-35,7,0,1,10,1
D3434,508,UPI,SocialMedia,Ghaziabad,36-50,4,0,1,82,1
D3435,308,UPI,Event,Ghaziabad,36-50,1,0,1,198,1
D3436,302,UPI,SocialMedia,Kanpur,18-25,5,0,1,90,1
D3437,730,Cash,Referral,Other,26-35,7,0,0,85,1
D3438,1208,Card,Referral,Ghaziabad,51+,7,0,1,282,1
D3439,550,UPI,SocialMedia,Kanpur,51+,5,0,0,166,1
D3440,632,Card,Event,Other,51+,9,1,1,205,1
D3441,898,Card,Event,Lucknow,26-35,4,0,1,174,1
D3442,305,UPI,Referral,Kanpur,26-35,8,0,1,151,1
D3443,1010,UPI,SocialMedia,Kanpur,26-35,4,0,0,228,0
D3444,1068,BankTransfer,Event,Ghaziabad,26-35,12,0,1,273,1
D3445,3724,UPI,Referral,Other,26-35,8,0,1,22,1
D3446,463,UPI,SocialMedia,Ghaziabad,18-25,7,0,0,137,0
D3447,437,UPI,Event,Kanpur,18-25,6,0,0,136,1
D3448,1031,Card,SocialMedia,Lucknow,26-35,10,1,0,109,0
D3449,1068,UPI,Website,Ghaziabad,18-25,6,0,1,208,1
D3450,414,UPI,SocialMedia,Kanpur,18-25,10,1,1,157,1
D3451,454,UPI,Referral,Other,18-25,2,0,1,274,1
D3452,879,Card,Event,Kanpur,36-50,10,1,1,217,1
D3453,337,UPI,SocialMedia,Other,51+,12,0,1,235,1
D3454,452,BankTransfer,Website,Delhi,26-35,3,0,1,56,1
D3455,641,UPI,Website,Kanpur,51+,3,0,0,83,1
D3456,1209,UPI,Website,Delhi,36-50,12,0,0,89,1
D3457,394,BankTransfer,Website,Delhi,18-25,5,0,0,232,0
D3458,166,Cash,SocialMedia,Lucknow,18-25,9,1,1,72,0
D3459,157,UPI,Website,Lucknow,18-25,3,0,1,74,1
D3460,249,Cash,SocialMedia,Kanpur,18-25,6,0,1,61,1
D3461,240,Card,SocialMedia,Kanpur,26-35,9,1,1,332,1
D3462,540,UPI,Referral,Delhi,18-25,11,1,1,130,1
D3463,262,Cash,Website,Kanpur,51+,6,0,1,177,1
D3464,368,Cash,SocialMedia,Kanpur,26-35,1,0,1,60,1
D3465,350,UPI,SocialMedia,Ghaziabad,26-35,5,0,0,207,0
D3466,442,Card,Referral,Kanpur,51+,8,0,0,15,1
D3467,1519,UPI,SocialMedia,Delhi,51+,11,1,1,71,1
D3468,957,UPI,SocialMedia,Other,36-50,11,1,1,88,1
D3469,609,BankTransfer,SocialMedia,Other,36-50,10,1,1,155,1
D3470,436,Card,SocialMedia,Kanpur,51+,2,0,0,84,0
D3471,444,Card,SocialMedia,Ghaziabad,26-35,7,0,1,246,1
D3472,757,Card,Referral,Other,36-50,7,0,0,175,1
D3473,906,Card,SocialMedia,Ghaziabad,18-25,6,0,0,91,0
D3474,319,UPI,Event,Delhi,26-35,12,0,1,209,1
D3475,617,BankTransfer,Website,Lucknow,26-35,12,0,1,112,0
D3476,145,Card,Event,Ghaziabad,18-25,3,0,0,98,1
D3477,698,Card,Website,Kanpur,18-25,12,0,0,202,0
D3478,1026,Card,Website,Delhi,18-25,11,1,1,10,0
D3479,495,UPI,Website,Kanpur,18-25,9,1,0,191,1
D3480,2146,UPI,Website,Other,18-25,5,0,0,90,0
D3481,325,UPI,Website,Lucknow,26-35,10,1,1,89,0
D3482,701,UPI,Website,Kanpur,36-50,8,0,1,277,1
D3483,587,Card,Website,Delhi,26-35,11,1,0,102,1
D3484,561,BankTransfer,SocialMedia,Ghaziabad,36-50,9,1,1,206,1
D3485,556,UPI,Website,Kanpur,18-25,12,0,1,159,0
D3486,649,UPI,Website,Other,36-50,6,0,0,166,0
D3487,1090,Card,SocialMedia,Delhi,18-25,1,0,0,122,0
D3488,1579,UPI,Referral,Lucknow,18-25,6,0,0,118,1
D3489,601,BankTransfer,SocialMedia,Other,26-35,12,0,0,246,1
D3490,1065,UPI,SocialMedia,Lucknow,51+,8,0,1,205,1
D3491,368,UPI,Referral,Ghaziabad,51+,9,1,1,105,1
D3492,1029,UPI,SocialMedia,Kanpur,36-50,8,0,1,66,1
D3493,353,BankTransfer,Event,Kanpur,36-50,8,0,0,99,1
D3494,1291,UPI,SocialMedia,Ghaziabad,26-35,1,0,1,208,1
D3495,2828,Card,Referral,Ghaziabad,36-50,5,0,1,222,0
D3496,553,UPI,Event,Delhi,18-25,2,0,1,178,1
D3497,130,UPI,Website,Ghaziabad,18-25,5,0,1,26,1
D3498,410,BankTransfer,Website,Lucknow,51+,9,1,1,192,1
D3499,1426,UPI,Website,Other,51+,10,1,1,231,1
D3500,886,UPI,Referral,Other,18-25,3,0,1,152,1
D3501,716,Card,Website,Ghaziabad,18-25,8,0,1,278,1
D3502,1219,BankTransfer,Event,Other,18-25,3,0,1,47,0
D3503,845,UPI,Referral,Other,26-35,3,0,0,187,1
D3504,1411,UPI,Event,Kanpur,18-25,12,0,0,68,1
D3505,1146,BankTransfer,SocialMedia,Ghaziabad,26-35,8,0,0,214,1
D3506,1746,Card,SocialMedia,Kanpur,18-25,3,0,1,182,0
D3507,774,BankTransfer,Website,Delhi,18-25,2,0,0,266,1
D3508,1134,Cash,SocialMedia,Lucknow,18-25,1,0,0,174,1
D3509,485,Card,Event,Ghaziabad,36-50,6,0,1,111,1
D3510,395,UPI,SocialMedia,Delhi,18-25,2,0,0,105,1
D3511,1988,UPI,Event,Ghaziabad,26-35,8,0,1,122,1
D3512,700,Cash,SocialMedia,Ghaziabad,36-50,6,0,0,104,0
D3513,1057,Cash,Website,Other,36-50,8,0,1,234,1
D3514,656,BankTransfer,SocialMedia,Other,18-25,3,0,0,229,0
D3515,399,Card,SocialMedia,Delhi,36-50,2,0,1,35,0
D3516,606,UPI,Event,Kanpur,18-25,2,0,1,142,1
D3517,1645,Card,Event,Kanpur,26-35,2,0,0,144,0
D3518,888,Card,Website,Kanpur,26-35,1,0,0,85,1
D3519,182,UPI,Event,Ghaziabad,51+,4,0,1,170,1
D3520,518,Cash,SocialMedia,Kanpur,51+,10,1,1,242,0
D3521,2096,Card,Referral,Other,36-50,8,0,0,202,0
D3522,518,UPI,Event,Delhi,51+,4,0,1,234,1
D3523,171,Card,SocialMedia,Ghaziabad,18-25,12,0,0,89,0
D3524,2265,Card,Website,Kanpur,36-50,10,1,1,142,1
D3525,970,BankTransfer,Website,Ghaziabad,18-25,10,1,1,86,1
D3526,573,UPI,Website,Ghaziabad,18-25,11,1,1,156,1
D3527,464,Card,Event,Delhi,26-35,9,1,0,163,1
D3528,1284,Card,Event,Kanpur,36-50,12,0,0,207,1
D3529,412,Card,Event,Other,36-50,4,0,0,231,0
D3530,1345,UPI,SocialMedia,Kanpur,36-50,11,1,0,188,0
D3531,880,BankTransfer,SocialMedia,Kanpur,26-35,2,0,1,79,0
D3532,714,BankTransfer,Referral,Other,51+,4,0,1,45,1
D3533,666,Card,Website,Kanpur,36-50,11,1,0,176,1
D3534,532,Card,Event,Kanpur,36-50,2,0,0,245,1
D3535,1251,UPI,SocialMedia,Lucknow,18-25,7,0,1,138,1
D3536,328,Card,Website,Ghaziabad,26-35,5,0,1,33,1
D3537,193,UPI,SocialMedia,Kanpur,36-50,2,0,1,285,0
D3538,925,Cash,SocialMedia,Kanpur,51+,3,0,0,174,1
D3539,936,UPI,SocialMedia,Kanpur,18-25,7,0,0,151,0
D3540,842,Cash,Website,Lucknow,18-25,8,0,0,58,1
D3541,801,UPI,Website,Kanpur,18-25,9,1,1,141,1
D3542,481,Card,SocialMedia,Delhi,18-25,2,0,1,188,0
D3543,1044,Card,SocialMedia,Other,36-50,4,0,0,175,0
D3544,583,UPI,Website,Kanpur,18-25,2,0,0,92,1
D3545,428,UPI,Event,Ghaziabad,26-35,1,0,1,136,0
D3546,484,Cash,Website,Kanpur,36-50,5,0,0,96,0
D3547,2476,Card,SocialMedia,Kanpur,26-35,8,0,1,256,1
D3548,179,UPI,Website,Kanpur,18-25,5,0,0,202,1
D3549,854,UPI,Referral,Delhi,26-35,1,0,0,103,0
D3550,186,UPI,Website,Ghaziabad,26-35,3,0,0,58,1
D3551,558,Card,SocialMedia,Ghaziabad,51+,6,0,1,159,1
D3552,444,Card,Website,Delhi,36-50,5,0,0,105,1
D3553,140,UPI,SocialMedia,Other,51+,10,1,0,110,0
D3554,790,Card,SocialMedia,Ghaziabad,18-25,8,0,1,60,0
D3555,461,Cash,SocialMedia,Kanpur,36-50,12,0,0,69,1
D3556,138,Cash,Referral,Other,26-35,3,0,0,151,0
D3557,1083,UPI,Event,Ghaziabad,36-50,5,0,0,121,0
D3558,1643,UPI,Referral,Delhi,26-35,2,0,1,314,1
D3559,1708,UPI,Event,Delhi,18-25,1,0,0,181,0
D3560,774,UPI,Event,Lucknow,18-25,12,0,1,59,0
D3561,622,UPI,SocialMedia,Kanpur,36-50,6,0,1,32,0
D3562,1525,UPI,Website,Kanpur,36-50,8,0,1,167,1
D3563,1954,UPI,SocialMedia,Ghaziabad,18-25,4,0,0,112,1
D3564,1331,Card,Event,Lucknow,26-35,1,0,1,233,1
D3565,311,UPI,SocialMedia,Delhi,36-50,11,1,1,159,1
D3566,693,Cash,SocialMedia,Delhi,26-35,8,0,1,10,1
D3567,819,UPI,Event,Other,18-25,9,1,0,68,1
D3568,170,Card,SocialMedia,Other,36-50,7,0,1,92,0
D3569,836,UPI,SocialMedia,Delhi,26-35,5,0,1,170,1
D3570,2955,Cash,Referral,Kanpur,36-50,6,0,1,66,1
D3571,942,Cash,SocialMedia,Ghaziabad,36-50,10,1,0,150,0
D3572,1688,UPI,SocialMedia,Lucknow,36-50,3,0,1,46,1
D3573,684,Card,SocialMedia,Lucknow,18-25,5,0,1,140,1
D3574,572,UPI,SocialMedia,Kanpur,51+,4,0,1,165,0
D3575,786,Card,Website,Lucknow,18-25,7,0,1,242,1
D3576,340,UPI,SocialMedia,Ghaziabad,36-50,12,0,1,157,1
D3577,307,UPI,Event,Ghaziabad,36-50,12,0,0,82,0
D3578,1460,UPI,Website,Other,36-50,7,0,0,244,0
D3579,1573,BankTransfer,SocialMedia,Ghaziabad,26-35,3,0,0,127,0
D3580,301,UPI,Referral,Lucknow,18-25,12,0,1,194,1
D3581,1185,Card,Referral,Lucknow,26-35,4,0,0,97,1
D3582,566,UPI,SocialMedia,Lucknow,26-35,5,0,1,146,1
D3583,763,UPI,SocialMedia,Kanpur,18-25,11,1,1,83,1
D3584,831,UPI,SocialMedia,Lucknow,18-25,4,0,1,162,0
D3585,1207,BankTransfer,SocialMedia,Ghaziabad,51+,6,0,1,196,1
D3586,638,Cash,Event,Delhi,18-25,12,0,1,105,1
D3587,1615,UPI,Event,Kanpur,18-25,4,0,0,101,1
D3588,747,Cash,Event,Other,18-25,8,0,1,164,1
D3589,932,UPI,SocialMedia,Delhi,26-35,1,0,1,82,1
D3590,336,UPI,SocialMedia,Ghaziabad,26-35,12,0,1,33,1
D3591,2727,Card,Referral,Ghaziabad,36-50,6,0,0,164,1
D3592,836,UPI,Referral,Ghaziabad,26-35,9,1,0,132,0
D3593,991,UPI,SocialMedia,Delhi,18-25,7,0,1,130,1
D3594,195,Card,Website,Delhi,26-35,6,0,1,176,1
D3595,338,UPI,Event,Delhi,18-25,5,0,1,186,1
D3596,1432,BankTransfer,Website,Other,36-50,1,0,1,128,1
D3597,736,Card,Event,Ghaziabad,18-25,4,0,1,61,1
D3598,158,Cash,Referral,Delhi,18-25,5,0,1,95,1
D3599,1245,Card,SocialMedia,Ghaziabad,26-35,5,0,1,180,1
D3600,411,BankTransfer,SocialMedia,Lucknow,18-25,4,0,1,149,0
D3601,1616,UPI,Referral,Ghaziabad,26-35,8,0,0,101,0
D3602,566,Card,SocialMedia,Delhi,26-35,10,1,0,85,0
D3603,695,Card,SocialMedia,Kanpur,51+,11,1,1,183,1
D3604,1374,BankTransfer,Website,Kanpur,18-25,12,0,0,124,1
D3605,321,UPI,Website,Kanpur,26-35,8,0,1,192,1
D3606,300,Card,Website,Other,36-50,5,0,0,201,1
D3607,525,Cash,Website,Lucknow,18-25,8,0,1,118,1
D3608,1074,UPI,Website,Ghaziabad,26-35,2,0,0,206,1
D3609,237,BankTransfer,SocialMedia,Ghaziabad,36-50,10,1,1,149,1
D3610,187,UPI,Website,Ghaziabad,36-50,7,0,1,158,1
D3611,1071,UPI,Website,Other,51+,2,0,0,10,0
D3612,395,Card,Referral,Other,36-50,6,0,1,72,0
D3613,457,UPI,SocialMedia,Other,26-35,4,0,1,75,1
D3614,164,UPI,SocialMedia,Other,51+,5,0,1,117,1
D3615,374,UPI,Website,Kanpur,18-25,1,0,1,148,0
D3616,599,UPI,SocialMedia,Kanpur,26-35,1,0,1,150,1
D3617,1154,Cash,SocialMedia,Lucknow,36-50,5,0,1,160,0
D3618,351,BankTransfer,Website,Delhi,36-50,4,0,1,92,0
D3619,1920,Card,Event,Kanpur,51+,12,0,1,188,1
D3620,373,UPI,SocialMedia,Delhi,18-25,4,0,1,266,1
D3621,373,Card,SocialMedia,Kanpur,36-50,4,0,0,115,0
D3622,1765,BankTransfer,SocialMedia,Kanpur,18-25,11,1,1,93,1
D3623,698,Cash,Website,Ghaziabad,36-50,11,1,1,92,1
D3624,409,UPI,Event,Other,36-50,1,0,1,145,1
D3625,540,UPI,SocialMedia,Delhi,18-25,2,0,0,103,0
D3626,1552,BankTransfer,SocialMedia,Lucknow,36-50,2,0,1,18,1
D3627,1680,BankTransfer,SocialMedia,Other,26-35,6,0,1,38,1
D3628,340,UPI,SocialMedia,Other,26-35,7,0,0,211,0
D3629,584,Cash,SocialMedia,Ghaziabad,51+,5,0,1,229,0
D3630,641,UPI,Event,Delhi,36-50,1,0,1,251,1
D3631,302,UPI,SocialMedia,Kanpur,26-35,3,0,0,155,1
D3632,579,Cash,SocialMedia,Lucknow,18-25,8,0,1,70,0
D3633,604,Card,Event,Kanpur,18-25,5,0,0,109,1
D3634,1337,UPI,Event,Ghaziabad,18-25,2,0,1,35,0
D3635,1401,BankTransfer,SocialMedia,Lucknow,18-25,8,0,0,32,1
D3636,478,Cash,SocialMedia,Kanpur,18-25,8,0,1,157,1
D3637,518,UPI,SocialMedia,Ghaziabad,26-35,6,0,0,177,0
D3638,958,Card,SocialMedia,Delhi,36-50,12,0,1,277,1
D3639,400,Cash,Website,Lucknow,18-25,11,1,1,134,1
D3640,909,Card,SocialMedia,Kanpur,26-35,1,0,0,44,0
D3641,566,BankTransfer,Website,Kanpur,51+,11,1,1,131,1
D3642,305,Card,Website,Ghaziabad,18-25,1,0,1,120,1
D3643,308,UPI,SocialMedia,Other,36-50,6,0,1,105,0
D3644,1657,UPI,SocialMedia,Other,18-25,11,1,1,164,1
D3645,539,Cash,SocialMedia,Ghaziabad,26-35,12,0,1,54,1
D3646,1897,BankTransfer,SocialMedia,Delhi,36-50,1,0,1,149,1
D3647,420,UPI,Event,Lucknow,18-25,1,0,1,185,1
D3648,738,UPI,SocialMedia,Other,18-25,3,0,0,239,1
D3649,3213,Cash,Website,Kanpur,36-50,4,0,0,161,0
D3650,287,UPI,Event,Lucknow,18-25,4,0,0,213,0
D3651,159,UPI,Website,Lucknow,36-50,6,0,0,108,0
D3652,1481,BankTransfer,Website,Ghaziabad,26-35,4,0,1,118,1
D3653,337,Cash,Event,Kanpur,18-25,7,0,0,234,1
D3654,593,BankTransfer,Referral,Kanpur,36-50,11,1,1,43,1
D3655,399,Card,Referral,Ghaziabad,26-35,7,0,0,111,0
D3656,726,UPI,SocialMedia,Delhi,18-25,4,0,0,218,0
D3657,309,BankTransfer,SocialMedia,Delhi,51+,7,0,1,125,1
D3658,531,UPI,SocialMedia,Kanpur,26-35,8,0,0,120,0
D3659,825,UPI,SocialMedia,Other,36-50,11,1,1,121,1
D3660,297,BankTransfer,Event,Ghaziabad,18-25,12,0,1,148,1
D3661,369,Card,SocialMedia,Other,18-25,4,0,1,216,1
D3662,472,BankTransfer,Event,Kanpur,36-50,12,0,1,204,1
D3663,221,UPI,Website,Other,36-50,10,1,1,140,1
D3664,448,BankTransfer,SocialMedia,Other,18-25,2,0,0,216,0
D3665,654,Card,Event,Other,36-50,7,0,1,163,1
D3666,455,Card,SocialMedia,Other,26-35,2,0,0,200,0
D3667,498,BankTransfer,Website,Ghaziabad,18-25,6,0,0,68,1
D3668,594,UPI,Website,Delhi,36-50,1,0,1,261,1
D3669,380,Cash,SocialMedia,Lucknow,26-35,4,0,1,155,1
D3670,976,Card,Website,Ghaziabad,26-35,8,0,1,10,1
D3671,1644,Cash,SocialMedia,Other,36-50,4,0,1,256,1
D3672,435,BankTransfer,Website,Kanpur,26-35,1,0,1,140,1
D3673,845,Card,Event,Ghaziabad,51+,5,0,1,112,1
D3674,509,UPI,Event,Other,36-50,7,0,0,97,0
D3675,777,UPI,Website,Kanpur,26-35,10,1,0,170,1
D3676,1801,BankTransfer,Referral,Kanpur,26-35,2,0,1,77,0
D3677,859,BankTransfer,Website,Ghaziabad,51+,6,0,1,99,1
D3678,174,BankTransfer,Event,Delhi,36-50,3,0,0,101,0
D3679,827,UPI,Website,Other,18-25,2,0,0,119,1
D3680,1427,UPI,Event,Kanpur,18-25,2,0,0,103,1
D3681,515,Cash,Website,Lucknow,26-35,10,1,1,199,0
D3682,1208,Cash,Website,Lucknow,36-50,12,0,0,158,0
D3683,371,UPI,SocialMedia,Delhi,51+,8,0,0,167,1
D3684,213,Card,SocialMedia,Delhi,36-50,5,0,0,182,1
D3685,664,UPI,SocialMedia,Other,18-25,12,0,0,133,1
D3686,176,Card,SocialMedia,Ghaziabad,36-50,6,0,1,68,1
D3687,509,UPI,SocialMedia,Kanpur,18-25,7,0,1,266,0
D3688,1481,UPI,SocialMedia,Lucknow,26-35,8,0,0,204,1
D3689,158,UPI,Event,Ghaziabad,26-35,8,0,1,252,0
D3690,246,BankTransfer,SocialMedia,Ghaziabad,26-35,6,0,1,212,0
D3691,292,Cash,SocialMedia,Kanpur,26-35,6,0,1,107,0
D3692,576,BankTransfer,Website,Kanpur,18-25,4,0,0,10,1
D3693,466,Card,SocialMedia,Other,18-25,9,1,0,53,1
D3694,1603,UPI,Event,Kanpur,36-50,9,1,1,184,1
D3695,1174,UPI,Website,Lucknow,18-25,6,0,1,132,1
D3696,851,Card,Referral,Delhi,26-35,9,1,0,110,0
D3697,666,UPI,Event,Kanpur,18-25,2,0,1,10,1
D3698,793,Cash,SocialMedia,Kanpur,18-25,5,0,0,139,0
D3699,329,Cash,SocialMedia,Ghaziabad,18-25,12,0,0,64,0
D3700,1097,BankTransfer,Referral,Lucknow,36-50,9,1,0,89,1
D3701,276,UPI,Website,Ghaziabad,26-35,9,1,1,199,1
D3702,1080,Card,Website,Lucknow,18-25,11,1,0,67,1
D3703,1381,UPI,Website,Kanpur,36-50,8,0,0,74,1
D3704,698,UPI,SocialMedia,Kanpur,18-25,8,0,0,152,0
D3705,532,Cash,Event,Kanpur,36-50,6,0,0,201,1
D3706,796,Card,Website,Ghaziabad,18-25,10,1,0,111,0
D3707,81,Cash,Referral,Ghaziabad,51+,9,1,1,242,1
D3708,744,UPI,SocialMedia,Other,18-25,7,0,1,50,0
D3709,556,BankTransfer,Event,Kanpur,26-35,2,0,1,38,1
D3710,581,BankTransfer,SocialMedia,Lucknow,26-35,10,1,1,32,0
D3711,987,Card,Referral,Lucknow,26-35,4,0,1,24,0
D3712,571,BankTransfer,SocialMedia,Delhi,36-50,5,0,0,163,1
D3713,271,UPI,Website,Lucknow,18-25,2,0,0,71,0
D3714,545,Cash,SocialMedia,Kanpur,26-35,3,0,1,41,0
D3715,631,BankTransfer,Website,Lucknow,36-50,2,0,1,166,0
D3716,652,Cash,Website,Ghaziabad,36-50,2,0,1,197,1
D3717,674,Cash,SocialMedia,Delhi,26-35,1,0,0,213,1
D3718,1246,Card,Website,Kanpur,26-35,4,0,0,201,0
D3719,281,Cash,Referral,Delhi,36-50,10,1,0,75,1
D3720,681,Card,Referral,Lucknow,36-50,11,1,1,159,0
D3721,1485,UPI,SocialMedia,Delhi,36-50,3,0,1,174,1
D3722,179,UPI,Website,Kanpur,36-50,6,0,0,106,0
D3723,682,Cash,Event,Delhi,26-35,10,1,0,151,1
D3724,400,Card,Event,Delhi,26-35,9,1,0,52,1
D3725,464,Card,Event,Ghaziabad,26-35,11,1,0,96,0
D3726,319,BankTransfer,Website,Ghaziabad,18-25,6,0,1,166,1
D3727,534,Card,SocialMedia,Kanpur,36-50,3,0,0,245,0
D3728,2184,UPI,Event,Kanpur,26-35,2,0,1,220,1
D3729,248,UPI,SocialMedia,Delhi,18-25,9,1,1,186,0
D3730,265,Card,SocialMedia,Ghaziabad,36-50,1,0,1,145,0
D3731,242,Cash,SocialMedia,Delhi,18-25,6,0,1,134,0
D3732,2017,Card,SocialMedia,Delhi,18-25,5,0,1,38,0
D3733,435,Card,Website,Delhi,26-35,12,0,1,81,0
D3734,591,Cash,Event,Delhi,36-50,12,0,0,83,1
D3735,454,Cash,SocialMedia,Lucknow,26-35,6,0,0,180,1
D3736,311,Cash,Website,Lucknow,18-25,7,0,0,206,0
D3737,511,UPI,Referral,Kanpur,26-35,5,0,1,191,1
D3738,3364,Cash,Referral,Other,18-25,10,1,1,222,1
D3739,1595,Card,Website,Other,51+,4,0,0,145,0
D3740,331,UPI,Referral,Ghaziabad,18-25,9,1,1,71,1
D3741,947,Card,Event,Other,36-50,11,1,1,136,1
D3742,336,Cash,Referral,Other,18-25,3,0,1,89,1
D3743,174,Card,Referral,Ghaziabad,18-25,3,0,0,186,0
D3744,1229,Cash,SocialMedia,Delhi,26-35,5,0,0,114,1
D3745,1356,UPI,Referral,Lucknow,36-50,10,1,1,133,1
D3746,1252,UPI,Website,Kanpur,51+,8,0,0,188,1
D3747,433,UPI,Website,Kanpur,26-35,3,0,1,88,1
D3748,536,UPI,Referral,Ghaziabad,26-35,5,0,0,207,1
D3749,1017,Card,SocialMedia,Delhi,18-25,8,0,0,45,0
D3750,792,Cash,Event,Ghaziabad,26-35,12,0,0,161,0
D3751,457,Cash,Website,Delhi,26-35,6,0,1,133,1
D3752,194,UPI,Website,Delhi,51+,1,0,0,197,1
D3753,652,UPI,Referral,Delhi,26-35,2,0,1,43,1
D3754,1281,UPI,Referral,Kanpur,36-50,1,0,0,32,1
D3755,260,Card,Website,Ghaziabad,36-50,2,0,1,192,0
D3756,941,UPI,Referral,Kanpur,18-25,5,0,0,112,0
D3757,759,Card,SocialMedia,Kanpur,26-35,4,0,0,133,1
D3758,1017,Cash,Referral,Kanpur,36-50,4,0,1,93,1
D3759,1108,Card,SocialMedia,Kanpur,26-35,10,1,1,203,0
D3760,370,UPI,Event,Kanpur,26-35,6,0,1,160,1
D3761,194,UPI,SocialMedia,Lucknow,36-50,9,1,1,156,0
D3762,414,Card,Event,Ghaziabad,18-25,7,0,0,58,1
D3763,1121,Card,SocialMedia,Kanpur,36-50,3,0,1,175,0
D3764,412,UPI,SocialMedia,Other,26-35,12,0,0,70,0
D3765,370,BankTransfer,Website,Lucknow,26-35,6,0,1,93,0
D3766,168,Card,Website,Other,18-25,11,1,1,44,0
D3767,2053,Card,SocialMedia,Lucknow,26-35,2,0,1,129,0
D3768,1073,UPI,Website,Kanpur,18-25,11,1,1,214,1
D3769,1032,UPI,SocialMedia,Other,18-25,9,1,1,155,1
D3770,1185,UPI,SocialMedia,Other,26-35,3,0,1,109,1
D3771,901,UPI,SocialMedia,Lucknow,18-25,10,1,0,147,0
D3772,507,Card,Event,Lucknow,26-35,9,1,1,147,1
D3773,537,Card,Website,Ghaziabad,18-25,11,1,1,144,1
D3774,446,BankTransfer,Event,Ghaziabad,18-25,3,0,0,152,1
D3775,3806,BankTransfer,Website,Delhi,18-25,11,1,1,67,1
D3776,888,UPI,Event,Lucknow,26-35,10,1,0,147,1
D3777,435,UPI,Website,Kanpur,18-25,5,0,1,17,1
D3778,834,Cash,Referral,Kanpur,18-25,5,0,1,180,1
D3779,297,BankTransfer,SocialMedia,Kanpur,26-35,4,0,0,62,0
D3780,1725,BankTransfer,SocialMedia,Kanpur,36-50,6,0,0,222,1
D3781,379,UPI,SocialMedia,Ghaziabad,36-50,11,1,1,10,0
D3782,855,UPI,Event,Other,18-25,11,1,0,257,1
D3783,1269,UPI,Event,Kanpur,36-50,2,0,1,25,1
D3784,788,Cash,SocialMedia,Ghaziabad,26-35,2,0,0,56,1
D3785,643,Card,Referral,Kanpur,26-35,1,0,0,160,1
D3786,606,Card,Referral,Lucknow,18-25,8,0,0,183,1
D3787,579,Card,SocialMedia,Lucknow,18-25,4,0,1,120,1
D3788,402,UPI,SocialMedia,Lucknow,26-35,10,1,1,202,1
D3789,439,Card,SocialMedia,Other,18-25,10,1,1,84,1
D3790,1695,UPI,SocialMedia,Other,36-50,3,0,1,112,0
D3791,558,Card,Referral,Other,18-25,9,1,1,118,1
D3792,347,Cash,Event,Other,18-25,10,1,0,102,1
D3793,419,Card,SocialMedia,Ghaziabad,18-25,12,0,0,10,1
D3794,1300,UPI,Event,Lucknow,18-25,9,1,1,138,1
D3795,966,Cash,SocialMedia,Ghaziabad,26-35,5,0,0,131,0
D3796,891,Cash,Event,Delhi,18-25,12,0,1,215,1
D3797,503,UPI,Event,Kanpur,26-35,4,0,1,49,1
D3798,899,UPI,Website,Kanpur,18-25,10,1,1,95,1
D3799,384,Card,Event,Kanpur,26-35,5,0,1,224,0
D3800,502,UPI,Referral,Lucknow,51+,12,0,1,160,1
D3801,1187,UPI,SocialMedia,Delhi,36-50,10,1,1,178,0
D3802,1110,UPI,Website,Kanpur,26-35,8,0,1,171,0
D3803,303,UPI,SocialMedia,Lucknow,26-35,3,0,0,172,1
D3804,331,Card,SocialMedia,Ghaziabad,36-50,3,0,1,267,0
